LifeStyle,ID
Great,2285
Bad,2286
Bad,2287
Good,2288
Good,2289
Good,2290
Great,2291
Bad,2292
Bad,2293
Bad,2294
Bad,2295
Bad,2296
Bad,2297
Bad,2298
Bad,2299
Great,2300
Bad,2301
Bad,2302
Average,2303
Good,2304
Good,2305
Bad,2306
Good,2307
Bad,2308
Bad,2309
Bad,2310
Bad,2311
Great,2312
Bad,2313
Bad,2314
Average,2315
Average,2316
Bad,2317
Bad,2318
Good,2319
Average,2320
Bad,2321
Bad,2322
Good,2323
Bad,2324
Average,2325
Bad,2326
Bad,2327
Bad,2328
Bad,2329
Bad,2330
Bad,2331
Bad,2332
Bad,2333
Bad,2334
Average,2335
Good,2336
Average,2337
Good,2338
Bad,2339
Average,2340
Average,2341
Good,2342
Good,2343
Bad,2344
Bad,2345
Bad,2346
Bad,2347
Bad,2348
Bad,2349
Average,2350
Great,2351
Bad,2352
Bad,2353
Average,2354
Bad,2355
Average,2356
Good,2357
Bad,2358
Bad,2359
Bad,2360
Good,2361
Bad,2362
Average,2363
Good,2364
Good,2365
Average,2366
Average,2367
Good,2368
Bad,2369
Bad,2370
Good,2371
Bad,2372
Bad,2373
Bad,2374
Great,2375
Good,2376
Bad,2377
Bad,2378
Bad,2379
Average,2380
Bad,2381
Bad,2382
Bad,2383
Bad,2384
Bad,2385
Average,2386
Bad,2387
Average,2388
Good,2389
Average,2390
Bad,2391
Bad,2392
Average,2393
Bad,2394
Bad,2395
Bad,2396
Bad,2397
Good,2398
Good,2399
Bad,2400
Average,2401
Average,2402
Good,2403
Bad,2404
Average,2405
Bad,2406
Bad,2407
Bad,2408
Bad,2409
Average,2410
Bad,2411
Good,2412
Great,2413
Good,2414
Average,2415
Bad,2416
Average,2417
Average,2418
Bad,2419
Bad,2420
Bad,2421
Bad,2422
Average,2423
Average,2424
Great,2425
Bad,2426
Great,2427
Bad,2428
Bad,2429
Average,2430
Bad,2431
Bad,2432
Average,2433
Bad,2434
Bad,2435
Bad,2436
Bad,2437
Bad,2438
Average,2439
Bad,2440
Good,2441
Average,2442
Good,2443
Good,2444
Bad,2445
Bad,2446
Good,2447
Good,2448
Bad,2449
Average,2450
Bad,2451
Bad,2452
Bad,2453
Average,2454
Great,2455
Bad,2456
Good,2457
Bad,2458
Bad,2459
Bad,2460
Average,2461
Bad,2462
Bad,2463
Bad,2464
Average,2465
Bad,2466
Good,2467
Bad,2468
Average,2469
Bad,2470
Average,2471
Average,2472
Good,2473
Bad,2474
Great,2475
Bad,2476
Bad,2477
Average,2478
Good,2479
Bad,2480
Bad,2481
Bad,2482
Average,2483
Average,2484
Average,2485
Average,2486
Average,2487
Average,2488
Bad,2489
Average,2490
Good,2491
Bad,2492
Average,2493
Bad,2494
Bad,2495
Bad,2496
Good,2497
Bad,2498
Good,2499
Bad,2500
Average,2501
Bad,2502
Bad,2503
Average,2504
Bad,2505
Bad,2506
Good,2507
Bad,2508
Bad,2509
Bad,2510
Bad,2511
Good,2512
Bad,2513
Good,2514
Great,2515
Good,2516
Bad,2517
Bad,2518
Average,2519
Bad,2520
Average,2521
Average,2522
Good,2523
Bad,2524
Bad,2525
Average,2526
Bad,2527
Bad,2528
Bad,2529
Bad,2530
Bad,2531
Bad,2532
Great,2533
Good,2534
Average,2535
Bad,2536
Bad,2537
Bad,2538
Bad,2539
Average,2540
Bad,2541
Good,2542
Bad,2543
Average,2544
Average,2545
Bad,2546
Good,2547
Average,2548
Good,2549
Bad,2550
Bad,2551
Bad,2552
Bad,2553
Good,2554
Bad,2555
Bad,2556
Bad,2557
Average,2558
Good,2559
Bad,2560
Average,2561
Bad,2562
Good,2563
Bad,2564
Good,2565
Bad,2566
Bad,2567
Average,2568
Bad,2569
Bad,2570
Average,2571
Bad,2572
Bad,2573
Bad,2574
Bad,2575
Average,2576
Bad,2577
Average,2578
Average,2579
Great,2580
Good,2581
Great,2582
Bad,2583
Bad,2584
Good,2585
Great,2586
Bad,2587
Bad,2588
Average,2589
Average,2590
Bad,2591
Great,2592
Bad,2593
Bad,2594
Average,2595
Bad,2596
Good,2597
Good,2598
Average,2599
Good,2600
Bad,2601
Bad,2602
Bad,2603
Bad,2604
Bad,2605
Bad,2606
Bad,2607
Bad,2608
Average,2609
Average,2610
Bad,2611
Bad,2612
Bad,2613
Bad,2614
Average,2615
Bad,2616
Average,2617
Bad,2618
Bad,2619
Bad,2620
Bad,2621
Bad,2622
Average,2623
Average,2624
Bad,2625
Good,2626
Bad,2627
Average,2628
Good,2629
Bad,2630
Good,2631
Good,2632
Bad,2633
Average,2634
Bad,2635
Bad,2636
Bad,2637
Bad,2638
Bad,2639
Bad,2640
Great,2641
Bad,2642
Average,2643
Average,2644
Average,2645
Good,2646
Bad,2647
Average,2648
Average,2649
Bad,2650
Average,2651
Average,2652
Average,2653
Bad,2654
Average,2655
Bad,2656
Bad,2657
Great,2658
Bad,2659
Good,2660
Bad,2661
Bad,2662
Bad,2663
Average,2664
Bad,2665
Average,2666
Bad,2667
Bad,2668
Great,2669
Bad,2670
Good,2671
Bad,2672
Average,2673
Bad,2674
Bad,2675
Bad,2676
Average,2677
Bad,2678
Good,2679
Bad,2680
Bad,2681
Bad,2682
Bad,2683
Good,2684
Bad,2685
Bad,2686
Bad,2687
Good,2688
Bad,2689
Average,2690
Average,2691
Average,2692
Good,2693
Average,2694
Bad,2695
Bad,2696
Good,2697
Good,2698
Bad,2699
Bad,2700
Bad,2701
Average,2702
Great,2703
Good,2704
Great,2705
Bad,2706
Bad,2707
Average,2708
Great,2709
Average,2710
Bad,2711
Average,2712
Bad,2713
Average,2714
Bad,2715
Average,2716
Bad,2717
Good,2718
Bad,2719
Bad,2720
Good,2721
Good,2722
Average,2723
Average,2724
Bad,2725
Bad,2726
Bad,2727
Bad,2728
Bad,2729
Average,2730
Great,2731
Bad,2732
Bad,2733
Bad,2734
Good,2735
Bad,2736
Bad,2737
Bad,2738
Average,2739
Bad,2740
Bad,2741
Bad,2742
Bad,2743
Bad,2744
Average,2745
Bad,2746
Bad,2747
Bad,2748
Bad,2749
Bad,2750
Great,2751
Good,2752
Bad,2753
Bad,2754
Bad,2755
Average,2756
Bad,2757
Bad,2758
Bad,2759
Good,2760
Bad,2761
Bad,2762
Bad,2763
Bad,2764
Bad,2765
Bad,2766
Good,2767
Bad,2768
Good,2769
Bad,2770
Good,2771
Average,2772
Bad,2773
Bad,2774
Average,2775
Bad,2776
Average,2777
Bad,2778
Average,2779
Bad,2780
Average,2781
Good,2782
Bad,2783
Good,2784
Average,2785
Bad,2786
Bad,2787
Bad,2788
Average,2789
Average,2790
Great,2791
Bad,2792
Bad,2793
Bad,2794
Average,2795
Bad,2796
Good,2797
Bad,2798
Bad,2799
Average,2800
Bad,2801
Bad,2802
Bad,2803
Great,2804
Great,2805
Average,2806
Bad,2807
Bad,2808
Bad,2809
Average,2810
Bad,2811
Bad,2812
Good,2813
Good,2814
Bad,2815
Bad,2816
Bad,2817
Bad,2818
Bad,2819
Good,2820
Bad,2821
Bad,2822
Bad,2823
Bad,2824
Bad,2825
Bad,2826
Bad,2827
Good,2828
Good,2829
Average,2830
Bad,2831
Good,2832
Average,2833
Bad,2834
Bad,2835
Bad,2836
Average,2837
Good,2838
Bad,2839
Great,2840
Bad,2841
Average,2842
Average,2843
Bad,2844
Average,2845
Average,2846
Average,2847
Bad,2848
Bad,2849
Great,2850
Average,2851
Average,2852
Bad,2853
Bad,2854
Bad,2855
Bad,2856
Bad,2857
Bad,2858
Bad,2859
Average,2860
Bad,2861
Bad,2862
Bad,2863
Bad,2864
Bad,2865
Bad,2866
Bad,2867
Average,2868
Bad,2869
Bad,2870
Bad,2871
Bad,2872
Bad,2873
Bad,2874
Average,2875
Bad,2876
Bad,2877
Average,2878
Average,2879
Bad,2880
Bad,2881
Bad,2882
Great,2883
Good,2884
Bad,2885
Average,2886
Bad,2887
Bad,2888
Bad,2889
Bad,2890
Great,2891
Average,2892
Good,2893
Average,2894
Bad,2895
Average,2896
Average,2897
Bad,2898
Good,2899
Good,2900
Average,2901
Average,2902
Bad,2903
Average,2904
Great,2905
Good,2906
Bad,2907
Average,2908
Bad,2909
Average,2910
Good,2911
Bad,2912
Great,2913
Good,2914
Average,2915
Bad,2916
Bad,2917
Bad,2918
Bad,2919
Bad,2920
Great,2921
Bad,2922
Bad,2923
Good,2924
Bad,2925
Average,2926
Bad,2927
Bad,2928
Bad,2929
Bad,2930
Bad,2931
Average,2932
Bad,2933
Average,2934
Good,2935
Average,2936
Bad,2937
Bad,2938
Good,2939
Average,2940
Bad,2941
Average,2942
Bad,2943
Average,2944
Bad,2945
Bad,2946
Bad,2947
Bad,2948
Bad,2949
Good,2950
Average,2951
Good,2952
Bad,2953
Bad,2954
Bad,2955
Bad,2956
Bad,2957
Bad,2958
Average,2959
Great,2960
Average,2961
Bad,2962
Bad,2963
Good,2964
Bad,2965
Bad,2966
Great,2967
Bad,2968
Average,2969
Average,2970
Bad,2971
Average,2972
Bad,2973
Average,2974
Bad,2975
Good,2976
Good,2977
Good,2978
Bad,2979
Average,2980
Bad,2981
Good,2982
Bad,2983
Average,2984
Great,2985
Bad,2986
Bad,2987
Bad,2988
Good,2989
Average,2990
Bad,2991
Bad,2992
Good,2993
Bad,2994
Good,2995
Bad,2996
Bad,2997
Average,2998
Bad,2999
Average,3000
Bad,3001
Average,3002
Good,3003
Bad,3004
Bad,3005
Bad,3006
Bad,3007
Bad,3008
Good,3009
Bad,3010
Bad,3011
Bad,3012
Average,3013
Average,3014
Average,3015
Good,3016
Bad,3017
Bad,3018
Bad,3019
Bad,3020
Bad,3021
Average,3022
Bad,3023
Good,3024
Bad,3025
Bad,3026
Average,3027
Bad,3028
Average,3029
Bad,3030
Average,3031
Bad,3032
Bad,3033
Bad,3034
Average,3035
Good,3036
Average,3037
Average,3038
Great,3039
Bad,3040
Bad,3041
Bad,3042
Bad,3043
Good,3044
Bad,3045
Bad,3046
Average,3047
Average,3048
Bad,3049
Bad,3050
Bad,3051
Great,3052
Bad,3053
Bad,3054
Bad,3055
Bad,3056
Bad,3057
Bad,3058
Bad,3059
Great,3060
Bad,3061
Bad,3062
Bad,3063
Bad,3064
Bad,3065
Bad,3066
Average,3067
Average,3068
Bad,3069
Average,3070
Bad,3071
Bad,3072
Good,3073
Bad,3074
Average,3075
Bad,3076
Average,3077
Bad,3078
Bad,3079
Bad,3080
Average,3081
Good,3082
Average,3083
Bad,3084
Average,3085
Bad,3086
Bad,3087
Bad,3088
Bad,3089
Bad,3090
Good,3091
Average,3092
Average,3093
Average,3094
Bad,3095
Average,3096
Bad,3097
Bad,3098
Average,3099
Great,3100
Good,3101
Bad,3102
Bad,3103
Bad,3104
Bad,3105
Bad,3106
Great,3107
Bad,3108
Bad,3109
Bad,3110
Bad,3111
Bad,3112
Bad,3113
Bad,3114
Average,3115
Bad,3116
Good,3117
Average,3118
Average,3119
Average,3120
Good,3121
Bad,3122
Bad,3123
Average,3124
Bad,3125
Average,3126
Bad,3127
Bad,3128
Bad,3129
Average,3130
Bad,3131
Average,3132
Average,3133
Bad,3134
Bad,3135
Good,3136
Bad,3137
Bad,3138
Bad,3139
Bad,3140
Average,3141
Average,3142
Bad,3143
Average,3144
Good,3145
Good,3146
Bad,3147
Bad,3148
Bad,3149
Average,3150
Bad,3151
Bad,3152
Average,3153
Great,3154
Bad,3155
Bad,3156
Bad,3157
Bad,3158
Bad,3159
Bad,3160
Bad,3161
Good,3162
Bad,3163
Bad,3164
Great,3165
Bad,3166
Bad,3167
Average,3168
Bad,3169
Bad,3170
Bad,3171
Bad,3172
Bad,3173
Bad,3174
Bad,3175
Average,3176
Bad,3177
Bad,3178
Bad,3179
Bad,3180
Bad,3181
Good,3182
Average,3183
Bad,3184
Good,3185
Bad,3186
Bad,3187
Good,3188
Bad,3189
Good,3190
Bad,3191
Bad,3192
Great,3193
Bad,3194
Average,3195
Bad,3196
Average,3197
Bad,3198
Good,3199
Bad,3200
Bad,3201
Average,3202
Bad,3203
Average,3204
Bad,3205
Good,3206
Bad,3207
Average,3208
Bad,3209
Average,3210
Bad,3211
Bad,3212
Bad,3213
Average,3214
Good,3215
Bad,3216
Average,3217
Good,3218
Average,3219
Bad,3220
Bad,3221
Average,3222
Bad,3223
Bad,3224
Average,3225
Good,3226
Average,3227
Bad,3228
Bad,3229
Good,3230
Average,3231
Average,3232
Bad,3233
Bad,3234
Bad,3235
Bad,3236
Average,3237
Bad,3238
Bad,3239
Good,3240
Bad,3241
Good,3242
Bad,3243
Good,3244
Bad,3245
Average,3246
Bad,3247
Bad,3248
Bad,3249
Average,3250
Bad,3251
Good,3252
Average,3253
Good,3254
Bad,3255
Great,3256
Bad,3257
Average,3258
Bad,3259
Average,3260
Good,3261
Bad,3262
Bad,3263
Average,3264
Average,3265
Bad,3266
Average,3267
Bad,3268
Good,3269
Bad,3270
Bad,3271
Bad,3272
Average,3273
Bad,3274
Bad,3275
Bad,3276
Bad,3277
Average,3278
Bad,3279
Bad,3280
Bad,3281
Average,3282
Average,3283
Bad,3284
Bad,3285
Average,3286
Bad,3287
Good,3288
Bad,3289
Bad,3290
Average,3291
Bad,3292
Average,3293
Bad,3294
Bad,3295
Average,3296
Good,3297
Average,3298
Average,3299
Bad,3300
Good,3301
Average,3302
Bad,3303
Bad,3304
Good,3305
Average,3306
Bad,3307
Good,3308
Average,3309
Average,3310
Bad,3311
Bad,3312
Bad,3313
Average,3314
Average,3315
Average,3316
Bad,3317
Bad,3318
Good,3319
Good,3320
Bad,3321
Good,3322
Bad,3323
Average,3324
Average,3325
Average,3326
Average,3327
Average,3328
Good,3329
Bad,3330
Good,3331
Bad,3332
Good,3333
Good,3334
Average,3335
Good,3336
Good,3337
Average,3338
Bad,3339
Average,3340
Good,3341
Bad,3342
Bad,3343
Bad,3344
Average,3345
Average,3346
Bad,3347
Bad,3348
Bad,3349
Bad,3350
Bad,3351
Bad,3352
Average,3353
Great,3354
Bad,3355
Good,3356
Bad,3357
Bad,3358
Average,3359
Bad,3360
Bad,3361
Bad,3362
Good,3363
Bad,3364
Bad,3365
Great,3366
Average,3367
Bad,3368
Bad,3369
Bad,3370
Bad,3371
Bad,3372
Bad,3373
Bad,3374
Bad,3375
Good,3376
Great,3377
Bad,3378
Bad,3379
Great,3380
Bad,3381
Bad,3382
Average,3383
Good,3384
Bad,3385
Average,3386
Bad,3387
Great,3388
Bad,3389
Bad,3390
Bad,3391
Bad,3392
Bad,3393
Bad,3394
Bad,3395
Bad,3396
Bad,3397
Bad,3398
Average,3399
Average,3400
Bad,3401
Bad,3402
Bad,3403
Bad,3404
Average,3405
Average,3406
Good,3407
Bad,3408
Bad,3409
Average,3410
Average,3411
Bad,3412
Bad,3413
Bad,3414
Good,3415
Bad,3416
Average,3417
Bad,3418
Average,3419
Bad,3420
Bad,3421
Good,3422
Bad,3423
Average,3424
Average,3425
Average,3426
Bad,3427
Good,3428
Average,3429
Good,3430
Average,3431
Bad,3432
Great,3433
Average,3434
Good,3435
Bad,3436
Good,3437
Good,3438
Average,3439
Bad,3440
Average,3441
Bad,3442
Bad,3443
Average,3444
Average,3445
Average,3446
Bad,3447
Bad,3448
Bad,3449
Bad,3450
Bad,3451
Bad,3452
Average,3453
Bad,3454
Bad,3455
Bad,3456
Bad,3457
Good,3458
Average,3459
Good,3460
Bad,3461
Bad,3462
Bad,3463
Bad,3464
Average,3465
Bad,3466
Average,3467
Average,3468
Average,3469
Bad,3470
Bad,3471
Bad,3472
Bad,3473
Bad,3474
Bad,3475
Bad,3476
Bad,3477
Average,3478
Average,3479
Bad,3480
Bad,3481
Average,3482
Average,3483
Bad,3484
Bad,3485
Good,3486
Great,3487
Bad,3488
Bad,3489
Bad,3490
Bad,3491
Bad,3492
Good,3493
Good,3494
Bad,3495
Great,3496
Bad,3497
Great,3498
Bad,3499
Bad,3500
Bad,3501
Average,3502
Bad,3503
Bad,3504
Bad,3505
Bad,3506
Bad,3507
Bad,3508
Bad,3509
Good,3510
Bad,3511
Average,3512
Good,3513
Bad,3514
Good,3515
Average,3516
Bad,3517
Bad,3518
Average,3519
Bad,3520
Good,3521
Bad,3522
Average,3523
Bad,3524
Bad,3525
Bad,3526
Bad,3527
Good,3528
Average,3529
Great,3530
Good,3531
Bad,3532
Bad,3533
Bad,3534
Good,3535
Bad,3536
Bad,3537
Bad,3538
Bad,3539
Average,3540
Bad,3541
Good,3542
Bad,3543
Average,3544
Good,3545
Average,3546
Bad,3547
Bad,3548
Average,3549
Great,3550
Bad,3551
Bad,3552
Bad,3553
Average,3554
Bad,3555
Average,3556
Good,3557
Bad,3558
Bad,3559
Great,3560
Good,3561
Bad,3562
Bad,3563
Bad,3564
Great,3565
Average,3566
Bad,3567
Bad,3568
Bad,3569
Great,3570
Average,3571
Bad,3572
Good,3573
Good,3574
Bad,3575
Bad,3576
Bad,3577
Good,3578
Good,3579
Bad,3580
Average,3581
Bad,3582
Bad,3583
Good,3584
Good,3585
Bad,3586
Good,3587
Bad,3588
Good,3589
Average,3590
Bad,3591
Bad,3592
Bad,3593
Average,3594
Great,3595
Bad,3596
Good,3597
Average,3598
Average,3599
Bad,3600
Good,3601
Bad,3602
Bad,3603
Bad,3604
Good,3605
Bad,3606
Bad,3607
Bad,3608
Good,3609
Average,3610
Average,3611
Bad,3612
Bad,3613
Average,3614
Good,3615
Bad,3616
Average,3617
Bad,3618
Average,3619
Average,3620
Bad,3621
Good,3622
Average,3623
Good,3624
Average,3625
Average,3626
Bad,3627
Bad,3628
Bad,3629
Bad,3630
Average,3631
Average,3632
Good,3633
Average,3634
Average,3635
Average,3636
Good,3637
Average,3638
Bad,3639
Bad,3640
Average,3641
Bad,3642
Great,3643
Average,3644
Average,3645
Great,3646
Bad,3647
Good,3648
Bad,3649
Average,3650
Good,3651
Good,3652
Average,3653
Bad,3654
Bad,3655
Bad,3656
Average,3657
Bad,3658
Bad,3659
Bad,3660
Bad,3661
Bad,3662
Average,3663
Bad,3664
Bad,3665
Bad,3666
Bad,3667
Great,3668
Bad,3669
Bad,3670
Bad,3671
Bad,3672
Bad,3673
Good,3674
Bad,3675
Bad,3676
Bad,3677
Average,3678
Average,3679
Bad,3680
Great,3681
Good,3682
Bad,3683
Average,3684
Average,3685
Average,3686
Bad,3687
Bad,3688
Bad,3689
Bad,3690
Great,3691
Average,3692
Bad,3693
Bad,3694
Average,3695
Average,3696
Good,3697
Bad,3698
Bad,3699
Average,3700
Average,3701
Bad,3702
Average,3703
Bad,3704
Average,3705
Bad,3706
Great,3707
Good,3708
Bad,3709
Bad,3710
Bad,3711
Bad,3712
Bad,3713
Bad,3714
Bad,3715
Bad,3716
Bad,3717
Bad,3718
Bad,3719
Good,3720
Bad,3721
Average,3722
Bad,3723
Bad,3724
Bad,3725
Average,3726
Good,3727
Average,3728
Good,3729
Bad,3730
Average,3731
Bad,3732
Bad,3733
Bad,3734
Bad,3735
Bad,3736
Bad,3737
Bad,3738
Bad,3739
Average,3740
Bad,3741
Bad,3742
Good,3743
Average,3744
Bad,3745
Average,3746
Average,3747
Bad,3748
Bad,3749
Bad,3750
Average,3751
Average,3752
Bad,3753
Bad,3754
Good,3755
Bad,3756
Average,3757
Bad,3758
Average,3759
Bad,3760
Good,3761
Average,3762
Bad,3763
Bad,3764
Bad,3765
Good,3766
Bad,3767
Bad,3768
Average,3769
Average,3770
Bad,3771
Bad,3772
Bad,3773
Average,3774
Average,3775
Bad,3776
Good,3777
Bad,3778
Bad,3779
Average,3780
Good,3781
Bad,3782
Good,3783
Bad,3784
Good,3785
Bad,3786
Great,3787
Bad,3788
Good,3789
Average,3790
Bad,3791
Bad,3792
Bad,3793
Bad,3794
Good,3795
Bad,3796
Bad,3797
Bad,3798
Average,3799
Bad,3800
Bad,3801
Average,3802
Average,3803
Bad,3804
Bad,3805
Bad,3806
Average,3807
Bad,3808
Bad,3809
Great,3810
Bad,3811
Bad,3812
Bad,3813
Average,3814
Average,3815
Great,3816
Bad,3817
Bad,3818
Good,3819
Average,3820
Bad,3821
Bad,3822
Good,3823
Good,3824
Bad,3825
Bad,3826
Bad,3827
Bad,3828
Good,3829
Great,3830
Average,3831
Average,3832
Good,3833
Average,3834
Bad,3835
Great,3836
Bad,3837
Good,3838
Average,3839
Bad,3840
Bad,3841
Average,3842
Bad,3843
Great,3844
Bad,3845
Bad,3846
Bad,3847
Bad,3848
Average,3849
Bad,3850
Average,3851
Average,3852
Bad,3853
Good,3854
Average,3855
Bad,3856
Great,3857
Bad,3858
Bad,3859
Bad,3860
Bad,3861
Bad,3862
Bad,3863
Bad,3864
Bad,3865
Average,3866
Average,3867
Bad,3868
Bad,3869
Average,3870
Average,3871
Bad,3872
Bad,3873
Average,3874
Bad,3875
Bad,3876
Bad,3877
Bad,3878
Average,3879
Great,3880
Good,3881
Bad,3882
Bad,3883
Average,3884
Average,3885
Bad,3886
Bad,3887
Great,3888
Bad,3889
Bad,3890
Average,3891
Good,3892
Good,3893
Average,3894
Good,3895
Average,3896
Good,3897
Bad,3898
Average,3899
Good,3900
Bad,3901
Bad,3902
Good,3903
Average,3904
Good,3905
Bad,3906
Bad,3907
Average,3908
Bad,3909
Bad,3910
Average,3911
Average,3912
Good,3913
Bad,3914
Bad,3915
Bad,3916
Bad,3917
Good,3918
Bad,3919
Bad,3920
Good,3921
Average,3922
Good,3923
Great,3924
Bad,3925
Bad,3926
Average,3927
Bad,3928
Bad,3929
Bad,3930
Bad,3931
Bad,3932
Bad,3933
Bad,3934
Good,3935
Good,3936
Good,3937
Bad,3938
Bad,3939
Bad,3940
Good,3941
Average,3942
Great,3943
Bad,3944
Average,3945
Bad,3946
Good,3947
Average,3948
Bad,3949
Good,3950
Average,3951
Average,3952
Bad,3953
Bad,3954
Bad,3955
Average,3956
Average,3957
Average,3958
Bad,3959
Average,3960
Bad,3961
Average,3962
Good,3963
Bad,3964
Good,3965
Bad,3966
Great,3967
Bad,3968
Bad,3969
Bad,3970
Average,3971
Average,3972
Good,3973
Average,3974
Bad,3975
Good,3976
Average,3977
Bad,3978
Bad,3979
Good,3980
Good,3981
Bad,3982
Bad,3983
Great,3984
Average,3985
Great,3986
Bad,3987
Bad,3988
Bad,3989
Bad,3990
Average,3991
Bad,3992
Bad,3993
Bad,3994
Bad,3995
Average,3996
Bad,3997
Bad,3998
Average,3999
Average,4000
Bad,4001
Bad,4002
Average,4003
Bad,4004
Bad,4005
Bad,4006
Bad,4007
Great,4008
Bad,4009
Average,4010
Bad,4011
Average,4012
Bad,4013
Average,4014
Bad,4015
Bad,4016
Bad,4017
Average,4018
Bad,4019
Average,4020
Bad,4021
Great,4022
Bad,4023
Bad,4024
Bad,4025
Bad,4026
Bad,4027
Bad,4028
Average,4029
Average,4030
Bad,4031
Bad,4032
Average,4033
Great,4034
Bad,4035
Bad,4036
Average,4037
Bad,4038
Bad,4039
Bad,4040
Bad,4041
Average,4042
Average,4043
Bad,4044
Average,4045
Average,4046
Great,4047
Bad,4048
Bad,4049
Bad,4050
Bad,4051
Bad,4052
Average,4053
Good,4054
Bad,4055
Bad,4056
Bad,4057
Bad,4058
Great,4059
Average,4060
Bad,4061
Bad,4062
Good,4063
Good,4064
Average,4065
Bad,4066
Average,4067
Bad,4068
Bad,4069
Bad,4070
Bad,4071
Average,4072
Bad,4073
Bad,4074
Bad,4075
Average,4076
Bad,4077
Bad,4078
Bad,4079
Good,4080
Bad,4081
Average,4082
Bad,4083
Bad,4084
Average,4085
Average,4086
Bad,4087
Bad,4088
Good,4089
Bad,4090
Good,4091
Bad,4092
Bad,4093
Bad,4094
Bad,4095
Bad,4096
Bad,4097
Average,4098
Great,4099
Bad,4100
Great,4101
Bad,4102
Bad,4103
Bad,4104
Bad,4105
Bad,4106
Average,4107
Average,4108
Bad,4109
Good,4110
Good,4111
Good,4112
Good,4113
Bad,4114
Bad,4115
Good,4116
Bad,4117
Bad,4118
Bad,4119
Bad,4120
Bad,4121
Bad,4122
Average,4123
Great,4124
Good,4125
Bad,4126
Bad,4127
Bad,4128
Good,4129
Great,4130
Bad,4131
Good,4132
Bad,4133
Bad,4134
Bad,4135
Bad,4136
Average,4137
Bad,4138
Good,4139
Good,4140
Bad,4141
Bad,4142
Bad,4143
Bad,4144
Bad,4145
Bad,4146
Bad,4147
Average,4148
Good,4149
Average,4150
Bad,4151
Bad,4152
Average,4153
Bad,4154
Bad,4155
Good,4156
Bad,4157
Bad,4158
Bad,4159
Bad,4160
Bad,4161
Good,4162
Average,4163
Bad,4164
Average,4165
Bad,4166
Average,4167
Bad,4168
Good,4169
Bad,4170
Bad,4171
Bad,4172
Bad,4173
Bad,4174
Good,4175
Bad,4176
Bad,4177
Good,4178
Bad,4179
Bad,4180
Bad,4181
Average,4182
Bad,4183
Average,4184
Good,4185
Good,4186
Bad,4187
Good,4188
Great,4189
Bad,4190
Good,4191
Good,4192
Average,4193
Bad,4194
Bad,4195
Bad,4196
Bad,4197
Average,4198
Bad,4199
Average,4200
Bad,4201
Good,4202
Good,4203
Bad,4204
Bad,4205
Bad,4206
Bad,4207
Bad,4208
Bad,4209
Bad,4210
Bad,4211
Bad,4212
Bad,4213
Bad,4214
Bad,4215
Bad,4216
Bad,4217
Bad,4218
Bad,4219
Bad,4220
Bad,4221
Bad,4222
Good,4223
Average,4224
Bad,4225
Average,4226
Bad,4227
Bad,4228
Average,4229
Average,4230
Good,4231
Bad,4232
Average,4233
Bad,4234
Bad,4235
Bad,4236
Bad,4237
Bad,4238
Good,4239
Bad,4240
Great,4241
Average,4242
Bad,4243
Bad,4244
Bad,4245
Bad,4246
Good,4247
Average,4248
Bad,4249
Bad,4250
Great,4251
Bad,4252
Bad,4253
Average,4254
Average,4255
Great,4256
Bad,4257
Bad,4258
Bad,4259
Good,4260
Average,4261
Average,4262
Average,4263
Bad,4264
Bad,4265
Good,4266
Bad,4267
Good,4268
Bad,4269
Bad,4270
Bad,4271
Bad,4272
Average,4273
Bad,4274
Bad,4275
Bad,4276
Bad,4277
Average,4278
Bad,4279
Bad,4280
Bad,4281
Bad,4282
Bad,4283
Bad,4284
Average,4285
Average,4286
Bad,4287
Bad,4288
Bad,4289
Average,4290
Bad,4291
Average,4292
Bad,4293
Good,4294
Bad,4295
Bad,4296
Average,4297
Bad,4298
Good,4299
Good,4300
Good,4301
Good,4302
Bad,4303
Bad,4304
Average,4305
Bad,4306
Bad,4307
Good,4308
Bad,4309
Average,4310
Average,4311
Bad,4312
Bad,4313
Bad,4314
Bad,4315
Average,4316
Average,4317
Bad,4318
Bad,4319
Great,4320
Bad,4321
Bad,4322
Bad,4323
Good,4324
Bad,4325
Bad,4326
Great,4327
Good,4328
Bad,4329
Bad,4330
Bad,4331
Bad,4332
Great,4333
Bad,4334
Bad,4335
Bad,4336
Good,4337
Average,4338
Average,4339
Average,4340
Bad,4341
Bad,4342
Average,4343
Average,4344
Average,4345
Bad,4346
Bad,4347
Average,4348
Bad,4349
Bad,4350
Average,4351
Bad,4352
Good,4353
Bad,4354
Bad,4355
Bad,4356
Bad,4357
Bad,4358
Bad,4359
Good,4360
Bad,4361
Average,4362
Bad,4363
Bad,4364
Great,4365
Good,4366
Bad,4367
Bad,4368
Bad,4369
Bad,4370
Average,4371
Bad,4372
Bad,4373
Bad,4374
Bad,4375
Bad,4376
Bad,4377
Good,4378
Good,4379
Great,4380
Average,4381
Average,4382
Average,4383
Bad,4384
Bad,4385
Bad,4386
Great,4387
Average,4388
Bad,4389
Good,4390
Average,4391
Good,4392
Bad,4393
Bad,4394
Bad,4395
Average,4396
Bad,4397
Good,4398
Bad,4399
Bad,4400
Bad,4401
Average,4402
Good,4403
Bad,4404
Bad,4405
Bad,4406
Average,4407
Bad,4408
Bad,4409
Bad,4410
Bad,4411
Good,4412
